id,series_id,start,length,true_class,pred_class,confidence,F_stat,Separability,IG,Composite_Score,dim_0,dim_1,Shapelet_Length
658,10,5,29,0,0,0.59469104,38.528446,3.6618583,0.7391649532582516,917.38293,"[0.017661668360233307, -0.059335239231586456, -0.16199134290218353, -0.31531378626823425, -0.4530494809150696, -0.5789937376976013, -0.6875568628311157, -0.796761155128479, -1.072232961654663, -1.429525375366211, -1.4727492332458496, -1.3029640913009644, -1.0810128450393677, -0.8500316143035889, -0.5495833158493042, -0.170241117477417, 0.16661062836647034, 0.44314491748809814, 0.6321576237678528, 0.6543661952018738, 0.6355490684509277, 0.5581090450286865, 0.41084912419319153, 0.19652116298675537, -0.11355847865343094, -0.4661766290664673, -0.7593663930892944, -0.9823409914970398, -1.1654870510101318]","[1.3316996097564697, 1.3187577724456787, 1.2670527696609497, 1.1845577955245972, 1.0816758871078491, 1.0299904346466064, 0.9541897177696228, 0.9151676893234253, 1.0167436599731445, 1.1632888317108154, 1.1429446935653687, 0.9699147939682007, 0.8171221017837524, 0.8208674788475037, 0.9485045671463013, 0.963294506072998, 1.0796358585357666, 1.2138373851776123, 1.5006595849990845, 1.4580042362213135, 1.2986000776290894, 1.2022358179092407, 1.053451418876648, 0.9176390171051025, 0.8406141400337219, 0.8768674731254578, 0.8627480864524841, 0.843692421913147, 0.9999069571495056]",29
654,10,4,29,0,0,0.55060863,37.42973,3.7918034,0.7549498374194537,900.0962,"[0.0422687865793705, 0.017661668360233307, -0.059335239231586456, -0.16199134290218353, -0.31531378626823425, -0.4530494809150696, -0.5789937376976013, -0.6875568628311157, -0.796761155128479, -1.072232961654663, -1.429525375366211, -1.4727492332458496, -1.3029640913009644, -1.0810128450393677, -0.8500316143035889, -0.5495833158493042, -0.170241117477417, 0.16661062836647034, 0.44314491748809814, 0.6321576237678528, 0.6543661952018738, 0.6355490684509277, 0.5581090450286865, 0.41084912419319153, 0.19652116298675537, -0.11355847865343094, -0.4661766290664673, -0.7593663930892944, -0.9823409914970398]","[1.3450239896774292, 1.3316996097564697, 1.3187577724456787, 1.2670527696609497, 1.1845577955245972, 1.0816758871078491, 1.0299904346466064, 0.9541897177696228, 0.9151676893234253, 1.0167436599731445, 1.1632888317108154, 1.1429446935653687, 0.9699147939682007, 0.8171221017837524, 0.8208674788475037, 0.9485045671463013, 0.963294506072998, 1.0796358585357666, 1.2138373851776123, 1.5006595849990845, 1.4580042362213135, 1.2986000776290894, 1.2022358179092407, 1.053451418876648, 0.9176390171051025, 0.8406141400337219, 0.8768674731254578, 0.8627480864524841, 0.843692421913147]",29
9538,158,8,29,5,5,0.22717667,35.293396,5.13795,0.6380872999110607,891.91077,"[-1.600995659828186, -1.5700771808624268, -1.5203664302825928, -1.4648804664611816, -1.4287182092666626, -1.3949511051177979, -1.3978990316390991, -1.4295647144317627, -1.5170778036117554, -1.598253607749939, -1.6605194807052612, -1.6735860109329224, -1.6585376262664795, -1.5960241556167603, -1.524768590927124, -1.4450795650482178, -1.3910374641418457, -1.342449426651001, -1.2905914783477783, -1.2524166107177734, -1.2273141145706177, -1.2136616706848145, -1.1327548027038574, -1.0049543380737305, -0.8684424757957458, -0.734068751335144, -0.611900806427002, -0.48478737473487854, -0.34731245040893555]","[0.15534716844558716, 0.15445148944854736, 0.19469010829925537, 0.20912854373455048, 0.23183277249336243, 0.27931472659111023, 0.33742478489875793, 0.41578951478004456, 0.44951096177101135, 0.5337263345718384, 0.622410774230957, 0.6701954007148743, 0.5285797119140625, 1.0329630374908447, 0.5688461661338806, 0.5783041715621948, 0.6381500363349915, 0.7138590812683105, 0.8431239724159241, 0.9434958696365356, 1.0436309576034546, 1.1082888841629028, 1.2068605422973633, 1.3037109375, 1.3756450414657593, 1.4284359216690063, 1.4221484661102295, 1.4218862056732178, 1.4465988874435425]",29
9530,158,9,29,5,5,0.23654461,34.530212,5.3282566,0.6251743365196785,881.7107,"[-1.5700771808624268, -1.5203664302825928, -1.4648804664611816, -1.4287182092666626, -1.3949511051177979, -1.3978990316390991, -1.4295647144317627, -1.5170778036117554, -1.598253607749939, -1.6605194807052612, -1.6735860109329224, -1.6585376262664795, -1.5960241556167603, -1.524768590927124, -1.4450795650482178, -1.3910374641418457, -1.342449426651001, -1.2905914783477783, -1.2524166107177734, -1.2273141145706177, -1.2136616706848145, -1.1327548027038574, -1.0049543380737305, -0.8684424757957458, -0.734068751335144, -0.611900806427002, -0.48478737473487854, -0.34731245040893555, -0.2296426147222519]","[0.15445148944854736, 0.19469010829925537, 0.20912854373455048, 0.23183277249336243, 0.27931472659111023, 0.33742478489875793, 0.41578951478004456, 0.44951096177101135, 0.5337263345718384, 0.622410774230957, 0.6701954007148743, 0.5285797119140625, 1.0329630374908447, 0.5688461661338806, 0.5783041715621948, 0.6381500363349915, 0.7138590812683105, 0.8431239724159241, 0.9434958696365356, 1.0436309576034546, 1.1082888841629028, 1.2068605422973633, 1.3037109375, 1.3756450414657593, 1.4284359216690063, 1.4221484661102295, 1.4218862056732178, 1.4465988874435425, 1.4815196990966797]",29
6157,102,25,19,14,9,0.06836605,38.154465,2.8316913,0.5985075805403854,877.9654,"[0.8963756561279297, 0.8823972344398499, 0.8782877922058105, 0.8756248354911804, 0.9095341563224792, 0.8778835535049438, 0.8742428421974182, 0.8405706882476807, 0.9013992547988892, 0.8556040525436401, 0.8801970481872559, 0.8668407201766968, 0.8479128479957581, 0.8626711368560791, 0.8898766040802002, 0.8761894702911377, 0.8945547342300415, 0.8718153238296509, 0.885413646697998]","[-0.28636977076530457, -0.09371015429496765, -0.0620533749461174, -0.18465493619441986, -0.22981369495391846, -0.09742972254753113, -0.0035293973051011562, -0.1733037382364273, -0.1939709484577179, -0.09043415635824203, 0.11834526807069778, 0.057942330837249756, -0.006760657764971256, 0.07704046368598938, 0.26107051968574524, 0.22566619515419006, 0.1280032992362976, 0.1734403520822525, 0.3200114965438843]",19
9992,166,6,19,5,5,0.016311884,35.771988,4.3071175,0.5674134231856014,873.024,"[-1.7848292589187622, -1.7810758352279663, -1.769619345664978, -1.7386964559555054, -1.687734842300415, -1.6307302713394165, -1.5945011377334595, -1.5615308284759521, -1.54556143283844, -1.5698305368423462, -1.6410601139068604, -1.7040722370147705, -1.7452019453048706, -1.7468560934066772, -1.7068923711776733, -1.643362045288086, -1.5591366291046143, -1.489711046218872, -1.424069881439209]","[-0.015484722331166267, 0.042629875242710114, 0.0876614972949028, 0.1406410038471222, 0.19469010829925537, 0.2504940330982208, 0.2854344844818115, 0.3463272750377655, 0.4050963521003723, 0.48568370938301086, 0.5796433687210083, 0.6680142283439636, 0.7445583939552307, 0.8248116970062256, 0.8701412081718445, 0.9085919857025146, 0.9463935494422913, 0.9691131114959717, 0.978480875492096]",19
2133,35,8,19,8,8,0.18716669,36.6697,3.4125865,0.5985075805403854,865.69696,"[-0.5893071889877319, -0.6111539006233215, -0.5685568451881409, -0.46988916397094727, -0.3616010844707489, -0.30182138085365295, -0.3115331828594208, -0.35039955377578735, -0.4014135003089905, -0.45789286494255066, -0.5234349370002747, -0.6472979187965393, -0.6784338355064392, -0.49587583541870117, -0.35773226618766785, -0.3282549977302551, -0.31335723400115967, -0.2990879416465759, -0.2959844768047333]","[-0.020682593807578087, -0.34374672174453735, -0.6267179846763611, -0.8670976161956787, -0.9875195026397705, -1.0212059020996094, -1.0164775848388672, -0.9965959191322327, -0.9091952443122864, -0.7341439723968506, -0.5226244330406189, -0.22651086747646332, 0.0007796417339704931, 0.16243302822113037, 0.5216101408004761, 0.8909784555435181, 1.1949881315231323, 1.3909378051757812, 1.4833059310913086]",19
9534,158,6,29,5,5,0.29292345,34.58766,4.6722565,0.6621177050826481,865.0268,"[-1.630785346031189, -1.6348289251327515, -1.600995659828186, -1.5700771808624268, -1.5203664302825928, -1.4648804664611816, -1.4287182092666626, -1.3949511051177979, -1.3978990316390991, -1.4295647144317627, -1.5170778036117554, -1.598253607749939, -1.6605194807052612, -1.6735860109329224, -1.6585376262664795, -1.5960241556167603, -1.524768590927124, -1.4450795650482178, -1.3910374641418457, -1.342449426651001, -1.2905914783477783, -1.2524166107177734, -1.2273141145706177, -1.2136616706848145, -1.1327548027038574, -1.0049543380737305, -0.8684424757957458, -0.734068751335144, -0.611900806427002]","[0.08715782314538956, 0.09529688209295273, 0.15534716844558716, 0.15445148944854736, 0.19469010829925537, 0.20912854373455048, 0.23183277249336243, 0.27931472659111023, 0.33742478489875793, 0.41578951478004456, 0.44951096177101135, 0.5337263345718384, 0.622410774230957, 0.6701954007148743, 0.5285797119140625, 1.0329630374908447, 0.5688461661338806, 0.5783041715621948, 0.6381500363349915, 0.7138590812683105, 0.8431239724159241, 0.9434958696365356, 1.0436309576034546, 1.1082888841629028, 1.2068605422973633, 1.3037109375, 1.3756450414657593, 1.4284359216690063, 1.4221484661102295]",29
3290,54,15,29,10,10,2.8529062,30.808048,7.246381,0.5718908322423102,862.1469,"[0.415873646736145, 0.4888342618942261, 0.5766494274139404, 0.6741908192634583, 0.7699118256568909, 0.8340087532997131, 0.8882390260696411, 0.9465990662574768, 0.978354275226593, 1.0172696113586426, 1.081122636795044, 1.1310628652572632, 1.1826821565628052, 1.2479908466339111, 1.3056212663650513, 1.3259413242340088, 1.3440006971359253, 1.3377187252044678, 1.2926689386367798, 1.2958455085754395, 1.3002185821533203, 1.305809497833252, 1.3083889484405518, 1.3208874464035034, 1.3299874067306519, 1.3431766033172607, 1.356806993484497, 1.3419462442398071, 1.3091400861740112]","[-1.5698866844177246, -1.6319154500961304, -1.6738348007202148, -1.7134977579116821, -1.7416150569915771, -1.7379440069198608, -1.7496038675308228, -1.7596466541290283, -1.719683051109314, -1.651146411895752, -1.6098147630691528, -1.530157208442688, -1.4289628267288208, -1.302799940109253, -1.2373350858688354, -1.1345890760421753, -1.0272493362426758, -0.9400048851966858, -0.8061837553977966, -0.6836539506912231, -0.540572464466095, -0.45216044783592224, -0.3577684760093689, -0.18963222205638885, -0.020418569445610046, 0.10140815377235413, 0.1683414876461029, 0.27790626883506775, 0.3452715575695038]",29
1362,22,0,24,7,9,0.13308525,34.93607,4.5002813,0.557110047851368,861.5853,"[0.09009045362472534, 0.09197121113538742, 0.09531674534082413, 0.09119976311922073, 0.07177653908729553, -0.0024739631917327642, -0.17233262956142426, -0.41268473863601685, -0.6419918537139893, -0.8640555143356323, -1.0601710081100464, -1.19539475440979, -1.2525972127914429, -1.228371262550354, -1.1764053106307983, -1.105792760848999, -0.9761708974838257, -0.7400351166725159, -0.487097829580307, -0.2074873298406601, 0.03543813154101372, 0.2257525771856308, 0.35163453221321106, 0.38648295402526855]","[0.21838684380054474, 0.2209811806678772, 0.22619736194610596, 0.23647630214691162, 0.26023441553115845, 0.27634698152542114, 0.3309062123298645, 0.34543681144714355, 0.37203535437583923, 0.41739118099212646, 0.4452378749847412, 0.44367367029190063, 0.41938096284866333, 0.4402146339416504, 0.4050963521003723, 0.41578951478004456, 0.44951096177101135, 0.5038920044898987, 0.5154984593391418, 0.5619978904724121, 0.6062411069869995, 0.6288245320320129, 0.5845460295677185, 0.5783041715621948]",24
351,5,0,29,0,0,0.64175034,34.986607,4.3790154,0.5972612475219523,860.96564,"[0.8581241965293884, 0.8629716634750366, 0.8772568702697754, 0.8331577777862549, 0.7409400939941406, 0.4906654357910156, 0.1769081950187683, -0.2664378583431244, -0.7263310551643372, -0.9378229975700378, -1.1647560596466064, -1.3301644325256348, -1.4287182092666626, -1.3949511051177979, -1.345170259475708, -1.127385139465332, -0.8972837924957275, -0.3520742356777191, 0.10561719536781311, 0.5622286796569824, 0.8702903985977173, 1.1484755277633667, 1.2898656129837036, 1.31340754032135, 1.2812458276748657, 1.189847469329834, 0.9797059893608093, 0.6282976269721985, 0.087008535861969]","[0.20605802536010742, 0.2333703190088272, 0.2014574259519577, 0.07543367892503738, -0.3632005453109741, -0.5528900027275085, -0.42599958181381226, -0.4049827754497528, -0.23737093806266785, 0.1406410038471222, 0.3199639916419983, 1.0093837976455688, 1.223348617553711, 1.2446564435958862, 0.9737845659255981, 0.5276687741279602, 0.03032846935093403, -0.24190658330917358, -0.18678440153598785, -0.1800927221775055, -0.23206976056098938, 0.28680408000946045, 0.7104178667068481, 0.8440433740615845, 0.7928459644317627, 0.46762439608573914, -0.18733273446559906, -0.47058558464050293, -0.5783458948135376]",29
653,10,6,29,0,0,0.6536107,35.820312,3.571628,0.7422510930852719,860.66766,"[-0.059335239231586456, -0.16199134290218353, -0.31531378626823425, -0.4530494809150696, -0.5789937376976013, -0.6875568628311157, -0.796761155128479, -1.072232961654663, -1.429525375366211, -1.4727492332458496, -1.3029640913009644, -1.0810128450393677, -0.8500316143035889, -0.5495833158493042, -0.170241117477417, 0.16661062836647034, 0.44314491748809814, 0.6321576237678528, 0.6543661952018738, 0.6355490684509277, 0.5581090450286865, 0.41084912419319153, 0.19652116298675537, -0.11355847865343094, -0.4661766290664673, -0.7593663930892944, -0.9823409914970398, -1.1654870510101318, -1.32607901096344]","[1.3187577724456787, 1.2670527696609497, 1.1845577955245972, 1.0816758871078491, 1.0299904346466064, 0.9541897177696228, 0.9151676893234253, 1.0167436599731445, 1.1632888317108154, 1.1429446935653687, 0.9699147939682007, 0.8171221017837524, 0.8208674788475037, 0.9485045671463013, 0.963294506072998, 1.0796358585357666, 1.2138373851776123, 1.5006595849990845, 1.4580042362213135, 1.2986000776290894, 1.2022358179092407, 1.053451418876648, 0.9176390171051025, 0.8406141400337219, 0.8768674731254578, 0.8627480864524841, 0.843692421913147, 0.9999069571495056, 1.2145216464996338]",29
3411,56,15,29,10,10,2.9317782,30.517017,7.3356285,0.5653800259925754,858.67816,"[0.3295048177242279, 0.4099469780921936, 0.4943529963493347, 0.5895081758499146, 0.6843876242637634, 0.7735187411308289, 0.8409009575843811, 0.9008142948150635, 0.9672108888626099, 1.039272427558899, 1.092023253440857, 1.163480520248413, 1.2370303869247437, 1.3246610164642334, 1.3606208562850952, 1.413338303565979, 1.418742299079895, 1.4206123352050781, 1.3729145526885986, 1.3936655521392822, 1.395662546157837, 1.3991949558258057, 1.4004749059677124, 1.4217129945755005, 1.4308658838272095, 1.453047513961792, 1.4474300146102905, 1.4217917919158936, 1.3869736194610596]","[-1.5698866844177246, -1.6174286603927612, -1.6588853597640991, -1.682960867881775, -1.6951966285705566, -1.706892967224121, -1.7029982805252075, -1.7438788414001465, -1.7040156126022339, -1.666649341583252, -1.6098147630691528, -1.5457385778427124, -1.460388422012329, -1.3657958507537842, -1.2373350858688354, -1.1345890760421753, -1.0272493362426758, -0.9243234992027283, -0.8061837553977966, -0.6687914729118347, -0.540572464466095, -0.4096773564815521, -0.2875911295413971, -0.1756255030632019, -0.03446267545223236, 0.060008659958839417, 0.2354947179555893, 0.33013924956321716, 0.37053126096725464]",29
6153,102,23,19,14,14,0.33915925,37.246227,2.7039278,0.6354809727692818,857.81647,"[0.8666892647743225, 0.8633071780204773, 0.8963756561279297, 0.8823972344398499, 0.8782877922058105, 0.8756248354911804, 0.9095341563224792, 0.8778835535049438, 0.8742428421974182, 0.8405706882476807, 0.9013992547988892, 0.8556040525436401, 0.8801970481872559, 0.8668407201766968, 0.8479128479957581, 0.8626711368560791, 0.8898766040802002, 0.8761894702911377, 0.8945547342300415]","[-0.0469767302274704, -0.24351535737514496, -0.28636977076530457, -0.09371015429496765, -0.0620533749461174, -0.18465493619441986, -0.22981369495391846, -0.09742972254753113, -0.0035293973051011562, -0.1733037382364273, -0.1939709484577179, -0.09043415635824203, 0.11834526807069778, 0.057942330837249756, -0.006760657764971256, 0.07704046368598938, 0.26107051968574524, 0.22566619515419006, 0.1280032992362976]",19
3231,53,13,29,10,10,2.9283204,30.059824,7.5364122,0.5782682622507218,856.2022,"[0.19786421954631805, 0.3001646399497986, 0.3942813575267792, 0.4888342618942261, 0.6119020581245422, 0.7225984334945679, 0.8431821465492249, 0.9307807087898254, 0.9947186708450317, 1.0610015392303467, 1.1459097862243652, 1.2262107133865356, 1.3202605247497559, 1.4337767362594604, 1.5523278713226318, 1.686098337173462, 1.7896393537521362, 1.8504360914230347, 1.8992091417312622, 1.8970369100570679, 1.8946419954299927, 1.9122034311294556, 1.8920292854309082, 1.8941752910614014, 1.9162311553955078, 1.9349381923675537, 1.962706208229065, 1.9658104181289673, 1.9459035396575928]","[-1.9328563213348389, -1.9506630897521973, -2.0033886432647705, -2.036611318588257, -2.061619281768799, -2.0798745155334473, -2.081770420074463, -2.06394624710083, -2.0605313777923584, -2.074258327484131, -2.0166900157928467, -1.9605380296707153, -1.8867624998092651, -1.8112276792526245, -1.7117925882339478, -1.5862139463424683, -1.4577453136444092, -1.3074263334274292, -1.1689753532409668, -1.018209457397461, -0.8367976546287537, -0.6687914729118347, -0.540572464466095, -0.36713317036628723, -0.2033419907093048, -0.02118825726211071, 0.13443078100681305, 0.2947447597980499, 0.4370115101337433]",29
3359,55,9,29,10,10,2.9644601,29.883173,7.4993095,0.60833645625636,853.0595,"[-0.3898513615131378, -0.307040274143219, -0.21074560284614563, -0.12329157441854477, -0.031149234622716904, 0.05762293189764023, 0.14605450630187988, 0.21838052570819855, 0.3180292248725891, 0.43227648735046387, 0.5499747395515442, 0.6404028534889221, 0.7226173877716064, 0.7978873252868652, 0.8555458784103394, 0.940288245677948, 1.0050437450408936, 1.077014684677124, 1.1500844955444336, 1.2370623350143433, 1.2945871353149414, 1.3368446826934814, 1.30133056640625, 1.296325445175171, 1.2826576232910156, 1.2762713432312012, 1.2811201810836792, 1.296441912651062, 1.2899622917175293]","[-1.8799530267715454, -1.879638671875, -1.8605324029922485, -1.8182882070541382, -1.8256475925445557, -1.8424001932144165, -1.905524492263794, -1.9210284948349, -1.9125109910964966, -1.9119547605514526, -1.8807361125946045, -1.8310970067977905, -1.765116572380066, -1.7753467559814453, -1.7040156126022339, -1.6202073097229004, -1.5174766778945923, -1.4364670515060425, -1.3032606840133667, -1.1768078804016113, -1.0484120845794678, -0.8988894820213318, -0.7910167574882507, -0.6427332758903503, -0.515384316444397, -0.41670507192611694, -0.29706743359565735, -0.16879728436470032, 0.007250587921589613]",29
3113,51,6,29,10,10,3.3090127,30.015125,7.416936,0.5724307406818641,851.43207,"[-0.8604594469070435, -0.851425290107727, -0.8106157183647156, -0.7797731161117554, -0.6835785508155823, -0.5942631959915161, -0.45485737919807434, -0.2810460329055786, -0.10061788558959961, 0.08127763867378235, 0.25217270851135254, 0.41205623745918274, 0.5532335042953491, 0.6843876242637634, 0.8098004460334778, 0.9237119555473328, 1.0152759552001953, 1.1012206077575684, 1.1602591276168823, 1.2006916999816895, 1.2391588687896729, 1.2696839570999146, 1.280833125114441, 1.2836099863052368, 1.238487958908081, 1.1518471240997314, 1.037363052368164, 0.9114105105400085, 0.8164556622505188]","[-1.6832600831985474, -1.7215445041656494, -1.7540713548660278, -1.7553585767745972, -1.7543646097183228, -1.791509985923767, -1.7781158685684204, -1.8122103214263916, -1.8559110164642334, -1.8775547742843628, -1.863205909729004, -1.8378925323486328, -1.7745716571807861, -1.6797685623168945, -1.582688808441162, -1.4853489398956299, -1.3663311004638672, -1.2350716590881348, -1.140683889389038, -0.9942944049835205, -0.8431636095046997, -0.6433921456336975, -0.3894258737564087, -0.1668393462896347, 0.04397625848650932, 0.21698632836341858, 0.3899444341659546, 0.5254238247871399, 0.6954859495162964]",29
5985,99,20,24,14,9,0.30149865,34.915737,3.980826,0.6447732678593723,849.97815,"[1.2090855836868286, 1.243090033531189, 1.2440811395645142, 1.1570532321929932, 1.0722482204437256, 1.113768219947815, 1.1851110458374023, 1.2370303869247437, 1.1822490692138672, 1.1185550689697266, 1.161994218826294, 1.247896432876587, 1.2445435523986816, 1.1521998643875122, 1.0806307792663574, 1.0997570753097534, 1.137677550315857, 1.1518336534500122, 1.11013925075531, 1.0549417734146118, 1.068475365638733, 1.1483367681503296, 1.1734035015106201, 1.1448442935943604]","[-0.8220392465591431, -0.8635608553886414, -0.941547691822052, -1.0474671125411987, -1.0788055658340454, -1.0250073671340942, -1.030476450920105, -1.0047520399093628, -1.0665309429168701, -1.0956767797470093, -0.977433443069458, -0.9484598636627197, -0.9243234992027283, -0.9745274186134338, -0.9357404112815857, -0.8127287030220032, -0.763927161693573, -0.7087762951850891, -0.6949036717414856, -0.7240806221961975, -0.6304197311401367, -0.5302937030792236, -0.505531907081604, -0.5135098695755005]",24
382,6,19,14,0,0,0.5361581,36.158287,2.7841651,0.6097568746741758,837.1786,"[0.4644509553909302, -0.13395944237709045, -0.73244309425354, -1.3417481184005737, -1.7689316272735596, -1.9189330339431763, -1.9075918197631836, -1.8419150114059448, -1.665507197380066, -1.238242745399475, -0.6195876002311707, 0.13481174409389496, 0.906259298324585, 1.4516706466674805]","[-1.3396131992340088, -1.768994927406311, -1.9361604452133179, -1.8068146705627441, -1.4382762908935547, -1.2644404172897339, -1.2866649627685547, -1.4052369594573975, -1.538918375968933, -1.838197946548462, -2.0717110633850098, -2.124567747116089, -1.7989517450332642, -1.1590720415115356]",14
899,14,7,29,7,0,0.62071896,33.564713,4.314402,0.5627847244572997,828.86554,"[1.467570185661316, 1.4445304870605469, 1.2751480340957642, 0.9690153002738953, 0.6391875743865967, 0.35332775115966797, 0.0521136038005352, -0.2904306948184967, -0.6201630234718323, -0.8296994566917419, -0.8576452136039734, -0.7290745973587036, -0.561773955821991, -0.3033570349216461, 0.07193486392498016, 0.47751280665397644, 0.8443446159362793, 1.1602591276168823, 1.4724186658859253, 1.8013259172439575, 2.030613660812378, 2.1680338382720947, 2.1417043209075928, 1.948792815208435, 1.6109511852264404, 1.2445435523986816, 0.8511874079704285, 0.4838468134403229, 0.1547452211380005]","[0.22696459293365479, 0.25017765164375305, 0.1960030198097229, 0.11115387082099915, 0.07114306092262268, 0.08439899981021881, 0.15866892039775848, 0.18851186335086823, 0.2759402394294739, 0.4784224331378937, 0.5785104632377625, 0.5002631545066833, 0.40738165378570557, 0.34234070777893066, 0.19352558255195618, 0.09682667255401611, 0.031157920137047768, 0.03487003967165947, 0.12911808490753174, 0.3122805953025818, 0.47211259603500366, 0.5397311449050903, 0.5572975277900696, 0.499693900346756, 0.295775830745697, 0.10828651487827301, 0.03560040146112442, 0.08746782690286636, 0.16129130125045776]",29
5452,90,14,29,13,2,0.51237655,30.680151,5.4271364,0.6957107398487565,811.20264,"[0.8380855321884155, 0.8799113035202026, 0.9058172702789307, 0.9293577671051025, 0.9524421095848083, 0.9531504511833191, 0.9429163932800293, 0.9119080305099487, 0.8665052652359009, 0.8332012295722961, 0.7973557114601135, 0.7877071499824524, 0.7959313988685608, 0.8130924105644226, 0.8317970037460327, 0.8545345664024353, 0.8888435959815979, 0.8955503106117249, 0.8923525810241699, 0.8913363218307495, 0.8947522044181824, 0.8897708058357239, 0.885527491569519, 0.8755291104316711, 0.8626711368560791, 0.8623814582824707, 0.8487334847450256, 0.8401995301246643, 0.8185697793960571]","[1.0956172943115234, 1.0730501413345337, 1.0421617031097412, 0.9961291551589966, 0.9277136921882629, 0.8248116970062256, 0.7148858308792114, 0.5977315902709961, 0.44297435879707336, 0.3125649392604828, 0.17412996292114258, 0.052136555314064026, -0.04683121293783188, -0.12490445375442505, -0.23193588852882385, -0.3400527238845825, -0.49028491973876953, -0.6020033955574036, -0.75223308801651, -0.8367976546287537, -0.9208779335021973, -0.998992919921875, -1.0331496000289917, -1.1159502267837524, -1.2002356052398682, -1.2588491439819336, -1.307068109512329, -1.3364201784133911, -1.3673195838928223]",29
892,14,8,29,7,0,0.6826503,32.11932,4.382228,0.5636070234763872,802.0336,"[1.4445304870605469, 1.2751480340957642, 0.9690153002738953, 0.6391875743865967, 0.35332775115966797, 0.0521136038005352, -0.2904306948184967, -0.6201630234718323, -0.8296994566917419, -0.8576452136039734, -0.7290745973587036, -0.561773955821991, -0.3033570349216461, 0.07193486392498016, 0.47751280665397644, 0.8443446159362793, 1.1602591276168823, 1.4724186658859253, 1.8013259172439575, 2.030613660812378, 2.1680338382720947, 2.1417043209075928, 1.948792815208435, 1.6109511852264404, 1.2445435523986816, 0.8511874079704285, 0.4838468134403229, 0.1547452211380005, -0.17922858893871307]","[0.25017765164375305, 0.1960030198097229, 0.11115387082099915, 0.07114306092262268, 0.08439899981021881, 0.15866892039775848, 0.18851186335086823, 0.2759402394294739, 0.4784224331378937, 0.5785104632377625, 0.5002631545066833, 0.40738165378570557, 0.34234070777893066, 0.19352558255195618, 0.09682667255401611, 0.031157920137047768, 0.03487003967165947, 0.12911808490753174, 0.3122805953025818, 0.47211259603500366, 0.5397311449050903, 0.5572975277900696, 0.499693900346756, 0.295775830745697, 0.10828651487827301, 0.03560040146112442, 0.08746782690286636, 0.16129130125045776, 0.27047961950302124]",29
885,14,5,24,7,0,0.3568957,32.210697,3.5048702,0.6832225986023901,783.5212,"[1.3561309576034546, 1.4196674823760986, 1.467570185661316, 1.4445304870605469, 1.2751480340957642, 0.9690153002738953, 0.6391875743865967, 0.35332775115966797, 0.0521136038005352, -0.2904306948184967, -0.6201630234718323, -0.8296994566917419, -0.8576452136039734, -0.7290745973587036, -0.561773955821991, -0.3033570349216461, 0.07193486392498016, 0.47751280665397644, 0.8443446159362793, 1.1602591276168823, 1.4724186658859253, 1.8013259172439575, 2.030613660812378, 2.1680338382720947]","[0.1632344275712967, 0.20260286331176758, 0.22696459293365479, 0.25017765164375305, 0.1960030198097229, 0.11115387082099915, 0.07114306092262268, 0.08439899981021881, 0.15866892039775848, 0.18851186335086823, 0.2759402394294739, 0.4784224331378937, 0.5785104632377625, 0.5002631545066833, 0.40738165378570557, 0.34234070777893066, 0.19352558255195618, 0.09682667255401611, 0.031157920137047768, 0.03487003967165947, 0.12911808490753174, 0.3122805953025818, 0.47211259603500366, 0.5397311449050903]",24
7118,118,17,19,1,9,0.26227546,32.14464,3.663971,0.5964194076160994,782.63293,"[-0.6577385067939758, -0.7895531058311462, -0.9038698673248291, -0.9930202960968018, -1.0518825054168701, -1.0670992136001587, -1.0765384435653687, -1.0941424369812012, -1.1033679246902466, -1.0419256687164307, -0.9806199669837952, -1.0192173719406128, -1.0376861095428467, -1.0562613010406494, -1.0476795434951782, -1.0030642747879028, -0.9447205066680908, -0.8760252594947815, -0.8188899755477905]","[0.13099251687526703, -0.018798526376485825, -0.14916950464248657, -0.24762874841690063, -0.30389124155044556, -0.29648861289024353, -0.23458150029182434, -0.11982548981904984, -0.07098077982664108, -0.03125006705522537, 0.1736038774251938, 0.46095219254493713, 0.7619304060935974, 1.0968855619430542, 1.3825005292892456, 1.5478031635284424, 1.6121195554733276, 1.5259299278259277, 1.378878116607666]",19
